,artiss,juduls,chords
67,Kunci Gitar Yook Sung Jae [BTOB] - 또 사랑하고 만다 (Love You Again),Kunci Gitar Yook Sung Jae [BTOB] - 또 사랑하고 만다 (Love You Again),"
Transpose:Auto Scroll Light Mode    Dark Mode   [Intro:] Am G D Am G F

     Am     E
gaseumi malhaneunde
     C           D
du nuni malhaneunde
      F      G            C  Dm E
nan dasi tto geojitmateul hae

   F        G      Am
nunmulman namgilkka bwa
  F        G      C
niga deo apeulkka bwa
     F        E        Am       C
neol chajneun sumgyeodun nae mam wie
F     E           Am
geuriumman deoschileul hae

[Reff:]
Am         Dm
i biga doeeo
   E         Am       C
ne gyeote naerigo sipeo
         Dm     E         Am
geuchiji anneun nae mammankeum
           Dm   E
neoreul chaeulsurok
      Am        C
nan muneojigetjiman
Dm         E        Am
tto neol saranghago manda

[Int.] Am G D Am G F

      Am      E
seuchideut neoreul bodeon
     C                D
musimhan deut neol deuddeon
   F        G          C  Dm E
neoui dwi geurimjareul ani

  F   G        Am
boiji aneul mankeum
    F    G        C
deulliji aneul mankeum
   F   E           Am       C
meoreojineun neoui dwismoseube
F            E        Am
nan seulpeun ibmajchumeul hae

[Reff:]
Am         Dm
i biga doeeo
   E         Am       C
ne gyeote naerigo sipeo
         Dm     E         Am
geuchiji anneun nae mammankeum
           Dm   E
neoreul chaeulsurok
      Am        C
nan muneojigetjiman
Dm         E        Am
tto neol saranghago manda

    F     G
baraman bwado
     C
nunmuri naneun neol
F    G           C
silidorok apeun neol
        F
dan haruman
    E      Am    C
dan hanbeonmanirado
    Dm          E
nae pume ango sipeo

[Reff:]
               Dm    E
saranghae neol saranghae
     Am          C
gaseumi meomchwodo
         Dm     E         Am
geuchiji anneun nae mammankeum
           Dm   E
neoreul chaeulsurok
      Am        C
nan muneojigetjiman
Dm         E        Am
tto neol saranghago manda
Dm         E        Am A
tto saranghago manda




Facebook


Twitter
Chord Yook Sung Jae [BTOB] - 또 사랑하고 만다 (Love You Again)
Chord Kunci Gitar Terkait:Sorry, no related chords at this time.
Lihat semua :
Chord Yook Sung Jae [BTOB]
 "
68,Kunci Gitar Bruno Mars - Grenade,Kunci Gitar Bruno Mars - Grenade,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Dm..

Dm
easy come easy go
Dm
that's just how you live oh
Am
take take take it all
Am
but you never give
Dm
should've known you was trouble
Dm
from the first kiss
Am
had your eyes wide open
A
why were they open?

*)
Dm
gave you all I had and
       Dm
you tossed it in the trash
     Am
you tossed it in the trash, you did
    Dm
to give me all your love
   Dm                  Bb
is all I ever asked, 'cause
                     A
what you don't understand is

Reff:
                  Dm
  i'd catch a grenade for ya
  Bb       F
  (yeah yeah yeah..)
           C         Dm
  throw my hand on a blade for ya
  Bb       F
  (yeah yeah yeah..)
              C            Dm
  i'd jump in front of a train for ya
  Bb       F
  (yeah yeah yeah..)
               C       Dm
  you know I'd do anything for ya
  Bb       F          C
  (yeah yeah yeah..oh oh)
          Bb                       C
  i would go through all of this pain
          F                 A
  take a bullet straight through
       Dm - C         Bb
  my brain! yes would die for ya, baby
  A
  but you won't do the same.

Dm..Am..
no, no no..

Dm
black, black, black and blue
Dm
beat me 'til I'm numb
          Am
tell the devil I said ""hey"" when you
     Am
get back to where you're from.
Dm
mad woman, bad woman
Dm
that's just what you are
               Am
yeah, you'll smile in my face then rip
      A
the brakes out my car

==Kembali ke: *), Reff

Gm
..if my body was on fire
Dm
..ooh, you'd watch me burn down in flames
Gm
..you said you loved me, you're a liar
            A
'cause you never, ever, ever did, baby!

Int. Dm Dm Bb       A
              but, darling

==Kembali ke: Reff

Outro:
   Dm                      Am
   ..no, you won't do the same
                         Dm
   you wouldn't do the same
                             Am
   ooh, you'd never do the same
              Am
   ohh, no no no..




Facebook


Twitter
Chord Bruno Mars - Grenade
Chord Kunci Gitar Terkait:
Bruno Mars - When I Was Your Man
Bruno Mars - That's What I Like
Leave The Door Open - Bruno Mars, Anderson .Paak, Silk Sonic
Bruno Mars - Just The Way You Are

Lihat semua :
Chord Bruno Mars
 "
69,Kunci Gitar Soundtrack - OST. Super Dede (MNCTV),Kunci Gitar Soundtrack - OST. Super Dede (MNCTV),"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : F..

 F
dia ini hanya seorang biasa
        C       F
manusia biasa..(biasa aja sich..)
F
tapi sekarang dia punya kekuatan
C             F
super super super..!

*)
     Bb      C
menolong sesama
    Bb              C
itulah yang dia lakukan yeach...

Reff:
  Bb                 C
  super super super dede
              Am
  super super dede
              Dm
  super super dede namanya

  Bb                 C
  super super super dede
            F
  ""namanya super dede"" yeach! (ok dehh)

Int. F..
     dede..super dede..ihh..(All Right)

 F
dia ini hanya seorang biasa
        C       F
manusia biasa..(biasa aja sich..)
F
tapi sekarang dia punya kekuatan
C             F
super super super..!

*)
     Bb      C
menolong sesama
    Bb              C
itulah yang dia lakukan yeach...

Reff:
  Bb                 C
  super super super dede
              Am
  super super dede
              Dm
  super super dede namanya

  Bb                 C
  super super super dede
            F
  ""namanya super dede"" yeach!




Facebook


Twitter
Chord Soundtrack - OST. Super Dede (MNCTV)
Chord Kunci Gitar Terkait:
Nindi - Seharusnya Terlambat (OST. Jangan Buat Aku Berdosa)
Nidji - Rahasia Hati (Ost 5 Cm)
Siska Salman - Rock With You (OST. The Perfect Husband)
Ajay Ideaz - Te Amo Mi Amor (OST. One Fine Day)
Nidji - Semesta Hidupku (OST. Supernova)
Cokelat - Cinta Matiku (Ost. Nadin)
Jojo (Joshua Oh Joshua) - Terima Kasih Tuhan
Sarah Saputri - Misteri (Ost Rahasia Aura)
Augie Herman - Kita Satu (Ost. Rahasia Suara Hati)
Audy - Ada Kau Ibu (Ost. Film Ambu)
Warkop DKI Reborn - Obrolan Warung Kopi (feat. Indro Warkop)
Indah Ruhaila - Kau Yang Satu (Ost. Kau Yang Satu)
Angela Nazar - Mengingatmu (OST. Battle Of Surabaya)
Rafi - Cinta Padamu (Ost. Insya Allah Surga SCTV)
Selasa Band - Tetap Dirimu (OST. Sekali Aku Jatuh Cinta)
Donita - Kesucian Cinta (Ost. Kesucian Cinta)
Ayumi Ara - Seandainya (OST. Samudra Cinta)
Andy Hasri Nasution - Manabuih Cinto (OST. Kasiah Sapantun Ambun)
Ernie Zakri - Buai Laju Laju (Ost. Upin & Ipin - Keris Siamang Tunggal)
The HoHo Brothers - Hanya Dia (OST Rahasia Suara Hati)

Lihat semua :
Chord Soundtrack OST. Film
 "
70,Kunci Gitar Sembilan Band - Sendiri Lagi (Tiada Yang Lain),Kunci Gitar Sembilan Band - Sendiri Lagi (Tiada Yang Lain),"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro: F G Em Am F G C..

       C            F        C
Apa salahku hingga kau jadi begitu
        Dm         G              C  G
Kini kutahu kau telah berubah padaku
       C           F           C
Apa dosaku..hingga kau lupakan aku
        Dm    G               C
kini dirimu sudah tak hargai aku

    Am
sungguh kau terlalu
          Em
menyakiti aku begni
         Dm
harapan aku telah pergi
           E
terhapus olehmu..

Reff:
          Am           Dm
  tinggalkan aku untuk sendiri lagi
       G             C
  terluka hati tergoreskan cintamu
      F              Dm
  biarkan aku hidup sendiri lagi
       E
  terlukanya hatiku..

          Am            Dm
  tinggalkan aku untuk mencari lagi
       G                 C
  tumpuan hati yang tlah hancur olehmu
      F            Dm
  biarkan aku kini menangis lagi
       E
  terlukanya hatiku hatiku..

      Am
malam ini..

Musik: F G Em Am F G C..
       Dm G C F Dm G C..-G

    Am
sungguh kau terlalu
          Em 
menyakiti aku begni
         Dm
harapan aku telah pergi
           E
terhapus olehmu..

Reff:
          Am           Dm
  tinggalkan aku untuk sendiri lagi
       G             C
  terluka hati tergoreskan cintamu
      F              Dm
  biarkan aku hidup sendiri lagi
       E
  terlukanya hatiku..

          Am            Dm
  tinggalkan aku hidup sendiri lagi
       G                 C
  tumpuan hati yang tlah hancur olehmu
      F            Dm
  biarkan aku kini menangis lagi
       E
  terpuruk hatiku hatiku..

      Am
malam ini..



Facebook


Twitter
Chord Sembilan Band - Sendiri Lagi (Tiada Yang Lain)
Chord Kunci Gitar Terkait:
ST12 - Terlanjur Cinta (ft Sembilan Band)
Sembilan Band - Ada Bayangmu
Sembilan Band - Semoga Kamu Bahagia
Sembilan Band - Zaskia

Lihat semua :
Chord Sembilan Band
 "
71,Kunci Gitar Ras Muhamad feat. Saykoji - Kenapa Mesti Dipikirkan,Kunci Gitar Ras Muhamad feat. Saykoji - Kenapa Mesti Dipikirkan,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro: G D Em C [4x]

G            D
Kenapa mesti dipikirkan
Em            C
kenapa mesti dibayangkan
G            D
sudah sudah lupa lupakan
Em             C
bikin ego gak ada persatuan

   G             D
Kadang emosi membakar hati
   Em              C
membuat-membuat saling berkelahi
  G                  D
tapi ku cinta perdamaian persatuan
  Em               C
lepaskan beban tanpa keributan  hey

G          D
Bersatulah bersatulah
   Em            C
jangan terpisah Terpecah belah
G                 D
peace of peace of Peace of peace
Em                    C
hilangkan sifat sadis dan anarkis

  G             D
Beda pendapat bukanlah masalah
 Em                C
asal dirimu tidak cepat marah
  G                  D
seiring budaya merah kuning hijau
    Em                    C
bergoyang ala reggae ditambah poco poco

Reff:
  G            D
  Kenapa mesti dipikirkan
  Em            C
  kenapa mesti dibayangkan
  G            D
  sudah sudah lupa lupakan
  Em             C
  bikin ego gak ada persatuan

  G            D
  Kenapa mesti dipikirkan
  Em            C
  kenapa mesti dibayangkan
  G            D
  sudah sudah lupa lupakan
  Em             C
  bikin ego gak ada persatuan

  G                       D
Hari ini emang hari yang sangat indah
  Em                    C
jangan terbawa suasana dan amarah
 G                    D
buang jauh jauh sifat egoismu
   Em                    C
ciptakan persatuan buang rasa bencimu

G              D
Yo yo yo yo kita berdendang
   Em                       C
dengan hip hop irama reggae Semua bergoyang
   G                       D
janganlah bersedih ataupun engkau bimbang
   Em                      C
dari pada rusuh mendingan bersenang senang

    G                  D
Bergandengan tangan didalam kasih
   Em                    C
jangan adu domba atau saling berselisih
   G                 D
buang arogansi yang ada di dalam diri
     Em                    C
tersenyum tersenyum dengan wajah berseri

Reff:
  G            D
  Kenapa mesti dipikirkan
  Em            C
  kenapa mesti dibayangkan
  G            D
  sudah sudah lupa lupakan
  Em             C
  bikin ego gak ada persatuan

  G            D
  Kenapa mesti dipikirkan
  Em            C
  kenapa mesti dibayangkan
  G            D
  sudah sudah lupa lupakan
  Em             C
  bikin ego gak ada persatuan

       G                    D
Kadang rumitnya hidupmu membatasi pikiran
   Em                         C
kadang berbeda kepentingan saling bersindiran
         G                D
bahkan mungkin hasilkan benci pada sesama
    Em                       C
jangan lupa bhineka tunggal ika yang pertama

     G                      D
Tak ada..jalan hidup tanpa sensasi
     Em                    C
tak ada..perdamaian tanpa toleransi
      G                     D
tak ada..jaring yang tak punya rekat
      Em                       C
tak ada..hidup tanpa darah ke jantung berdetak

      G                   D
Sekarang semua angkat tangan mu ke atas
       Em               C
bayangkan kau ada di surga tak terbatas
      G                      D
suku agama ras dan golongan terpisahkan
     Em               C
kita semua bersaudara jangan risaukan

G...

G                   D
Sudah sudah jangan engkau perang
   Em                  C
jangan kau membuat konflik dengan teman
    G               D
kau harus mengerti ini persatuan
  Em                   C
harus lebih damai dan berjabat tangan

    G                   D
Dan kau hentikan ribut dan selisih
    Em                 C
itu hanya bikin dunia lebih berisik
     G              D
kita harus lebih berpikir positif
       Em              C
kita harus ada love peace and unity

 G                D
Ras muhamad double r and saykoji
    Em               C
dancehall reggae hip hop rasta party
G                  D
dari batok kepala sampai alas kaki
Em               C
membuat kau bergoyang bergoyang e

Reff:
  G            D
  Kenapa mesti dipikirkan
  Em            C
  kenapa mesti dibayangkan
  G            D
  sudah sudah lupa lupakan
  Em             C
  bikin ego gak ada persatuan

  G            D
  Kenapa mesti dipikirkan
  Em            C
  kenapa mesti dibayangkan
  G            D
  sudah sudah lupa lupakan
  Em             C
  bikin ego gak ada persatuan


  G            D
  Kenapa mesti dipikirkan
  Em            C
  kenapa mesti dibayangkan
  G            D
  sudah sudah lupa lupakan
  Em             C
  bikin ego gak ada persatuan

  G            D
  Kenapa mesti dipikirkan
  Em            C
  kenapa mesti dibayangkan
  G            D
  sudah sudah lupa lupakan
  Em             C
  bikin ego gak ada persatuan

=======================
Original Chord naik 1/2
coba ganti dengan :

   ""G# D# Fm C#""

By ADMIN NINA caemmmmmm
   -----------------


Facebook


Twitter
Chord Ras Muhamad feat. Saykoji - Kenapa Mesti Dipikirkan
Chord Kunci Gitar Terkait:
Senandung Rindu - Candil ft. Saykoji
Saykoji - Warna Warni
Ras Muhamad - Musik Reggae Ini

Lihat semua :
Chord Ras MuhamadChord Saykoji
 "
72,Kunci Gitar Astrid - Ku Mau Kamu Selamanya (feat. Andy /rif),Kunci Gitar Astrid - Ku Mau Kamu Selamanya (feat. Andy /rif),"
Transpose:Auto Scroll Light Mode    Dark Mode   



Intro : Em7 F# Em7 F#

Em7       F#
Kulihat..bayangan
Bm7           Em
cinta yang tiada
    Cm
pernah akan datang
  D
padaku..

Em7        F#
Kuminta..jawaban
Bm7          Em
kutakut nanti
  Cm
kasih akan hilang
   D      F#
slamanya..wow

 Bm      F#
Kau..tak akan lagi terluka
 Bm     Em            A
ku..kan obati semua perih
 Bm    F#
kau..cobalah buka hatimu
 Bm  Em            A
ku..mau kamu selamanya

Reff:
 B          D#m
 Jangan kau lari
            Em   A
 jangan kau lari
 B          D#m
 jangan sembunyi
           Em    A
 jangan sembunyi
 B         D#m
 kau butuh aku
           Em  A
 kau butuh aku
 D       A    Em7  F# Em7 F#
 tuk mencintaimu..

==Ulang dari awal

D       A    Em7
Tuk mencintaimu..
D       A    Em7
tuk mencintaimu..
D       A    Em7
tuk mencintaimu..

Sesekali Latihan versi aslinya gan ^_^
Chord by : Admin Chris


Facebook


Twitter
Chord Astrid - Ku Mau Kamu Selamanya (feat. Andy /rif)
Chord Kunci Gitar Terkait:
Kosong - Astrid
Astrid - Aku Bisa Apa
Cinta Itu - Astrid
Cobaz x Andy /RIF - RADJA HEPI
/rif - Salah Jurusan
Astrid - Demi Kita
/rif - Fight
Berkelana Ke Ujung Dunia - Agnes Monica feat Andy /rif
Manis dan Sayang - Andy /rif Feat Erwin Gutawa
Mengapa - Astrid
Saint Loco feat Astrid - Kedamaian
Jadikan Aku Yang Kedua - Astrid
Radja - /rif
Astrid - Lingkaran
Astrid - Terpukau
Tiada Rela - Astrid
Astrid feat. Anji - Hari Bahagia
/rif - Cinta Adalah ...
/Rif - Malaikat Kecil
Mendua - Astrid

Lihat semua :
Chord /rifChord Astrid
 "
73,Kunci Gitar Berkelana Ke Ujung Dunia - Agnes Monica feat Andy /rif,Kunci Gitar Berkelana Ke Ujung Dunia - Agnes Monica feat Andy /rif,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Dm Am Dm Am [2x]
        Dm Am F G C

*)
      C                         F
ke puncak gunung tinggi ku mendaki
     G                        C
menembus langit biru tak berbatas
  F                       C
awan-awan datang dan menyapa
       C          G            C
di bawah sinar surya yang perkasa

    C                      F
ku arungi laut luas di seberang
       G                      C
tak takut walau ada badai dan topan
  F                         C
burung-burung terbang bernyanyi riang
    C              G            C
di atas karang dan ombak berkejaran

Reff:
        C
  ayo kawan (ayo kawan)
         C
  berkelana (berkelana)
          C
  sampai ujung (sampai ujung)
          G
  dunia kita (dunia kita)

           C
  jangan ragu (jangan ragu)
           C
  atau bimbang (atau bimbang)
     D                  G
  siapa berani akan menang
     F                   C
  bulatkan hati dan tekadmu
         C         G         C
  berkah Tuhan selalu bersamamu

Int. Em F [4x]
     Dm Am [3x] F G

==Kembali ke : *), #), Reff [2x]

   F                   C
bulatkan hati dan tekadmu
       C         G         C
berkah Tuhan selalu bersamamu

Outro:
              C
       bersamamu bersamamu
              C
       bersamamu bersamamu..




Facebook


Twitter
Chord Berkelana Ke Ujung Dunia - Agnes Monica feat Andy /rif
Chord Kunci Gitar Terkait:
Manis dan Sayang - Andy /rif Feat Erwin Gutawa
Agnes Monica - Rapuh
/rif - Cinta Adalah ...
Cobaz x Andy /RIF - RADJA HEPI
/rif - Loe Toe Ye
/rif - Nikmati Aja
Astrid - Ku Mau Kamu Selamanya (feat. Andy /rif)
Agnes Monica - Rindu
Agnes Monica - Cinta Mati (Feat. Ahmad Dhani)
Agnes Monica - Ku Tlah Jatuh Cinta
Agnes Monica - Cinta Di Ujung Jalan
Agnez Mo - Promises
Agnes Monica - Tak Ada Logika
/rif - Salah Jurusan
Agnes Monica - Jera
Agnes Monica - Karena Ku Sanggup
/rif - Fight
Agnes Monica - Tanpa Kekasihku
Agnes Monica - Matahariku
/Rif - Malaikat Kecil

Lihat semua :
Chord /rifChord Agnes Monica
 "
74,Kunci Gitar Manis dan Sayang - Andy /rif Feat Erwin Gutawa,Kunci Gitar Manis dan Sayang - Andy /rif Feat Erwin Gutawa,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro: C G..

      C     G        C
Tersenyum dianya padaku
   F    A     Dm
Manis manis manis
     C     G             C
Kubelai rambutnya yang hitam
   F      A      Dm
Sayang sayang sayang

Reff I:
  F        G          C
  Alangkah senang hatiku
  F       G           Am -G
  Bila ku dekat denganmu
  F        G          C
  Alangkah senang hatiku
  F        G          F
  Sayangku hanya untukmu

Int. C F G C A#-F
     C D# A# A#-Am-G-F G

     C      G         C
Ku ingin tamasya bersama
  F    A    Dm
Jauh jauh jauh
    C     G           C
Melihat pemandangan alam
  F      A     Dm
Indah indah indah

Reff II:
  F        G          C
  Alangkah senang hatiku
  F       G           Am -G
  Bila ku dekat denganmu
  F        G          C
  Alangkah senang hatiku
  F        G          Am  G F
  Sayangku hanya untukmu..

........


Facebook


Twitter
Chord Manis dan Sayang - Andy /rif Feat Erwin Gutawa
Chord Kunci Gitar Terkait:
Radja - /rif
Astrid - Ku Mau Kamu Selamanya (feat. Andy /rif)
/rif - Nikmati Aja
/rif - Salah Jurusan
/Rif - Malaikat Kecil
Berkelana Ke Ujung Dunia - Agnes Monica feat Andy /rif
/rif - Loe Toe Ye
Cobaz x Andy /RIF - RADJA HEPI
/rif - Cinta Adalah ...
/rif - Fight

Lihat semua :
Chord /rifChord Erwin Gutawa
 "
75,Kunci Gitar /rif - Salah Jurusan,Kunci Gitar /rif - Salah Jurusan,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : C       Dm (4x)
        wu ih.. ya ya ya ya..
       
C
panas terik matahari
C
oh menyengat, oh membakar
F
kulitku...kulitku
C
debu-debu beterbangan
C
asap tebal selimuti
F
tubuhku....tubuhku

C       Dm (2x)
wu ih.. ya ya ya ya..

C
ku melangkah dengan lemas
C
coba kejar bis 'tuk pulang
F
kerumah....kerumah
C
tenggorokan terasa kering
C
kubayangkan air dingin
F
oh nikmat....oh nikmat

Reff I:
       C           Am
  tapi sayang uang ku tak cukup
  Dm             G
  hanya cukup untuk naik bis
   C          Am
  sayang uang ku tak cukup
  Dm               G
  hanya cukup 'tuk bayar bis kota

C  Am  Dm  G  [2x]
oo...oo....oo..

C       Dm (2x)
wu ih.. ya ya ya ya..

C
ku terjepit didalam bis
C
yang telah penuh beraneka
F
aroma...aroma
C
dan ku lihat sedan mewah
C
oh melintas oh melaju
F
oh tenang...oh tenang

Reff:
        C         Am
  lama ku melamun membayangkan
  Dm               G
  oh nikmatnya di dalam sana
   C        Am
  lama aku membayangkan
  Dm              G
  oh sejuknya di dalam sana

   C        Am
  lama aku membayangkan
  Dm              G
  oh nikmatnya di dalam sana
   C        Am
  lama aku membayangkan
  Dm              G
  oh sejuknya dan aku tersadar

C  Am    Dm
oo..oo...oo..
      G           C
ku salah naik jurusan...
   Am    Dm
oo..oo...oo..
      G           C
ku salah naik jurusan...
   Am    Dm
oo..oo...oo..
      G           C
ku salah naik jurusan...
   Am    Dm
oo..oo...oo..
      G           C
ku salah naik jurusan...


Facebook


Twitter
Chord /rif - Salah Jurusan
Chord Kunci Gitar Terkait:
/rif - Loe Toe Ye
/rif - Fight
Manis dan Sayang - Andy /rif Feat Erwin Gutawa
/rif - Cinta Adalah ...
Cobaz x Andy /RIF - RADJA HEPI
/Rif - Malaikat Kecil
Berkelana Ke Ujung Dunia - Agnes Monica feat Andy /rif
Radja - /rif
/rif - Nikmati Aja
Astrid - Ku Mau Kamu Selamanya (feat. Andy /rif)

Lihat semua :
Chord /rif
 "
76,Kunci Gitar /rif - Fight,Kunci Gitar /rif - Fight,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : E
        Am G F E [4x]
        E

Am         E
dan ketika ku mulai
           Am
susuri jalanan
Am          E
dan kulihat orang-orang
               Am
berlomba cari uang

Reff:
        Dm         Am
  semua ingin jadi pemenang
    E         Am
  biar bisa senang
        Dm         Am
  semua ingin jadi pemenang
    E
  biar senang hidup senang
    E
  bisa terus senang senang

Musik: Am G F E [4x]
       E..

Am          E
dan ketika ku berjalan
                 Am
di tengah lalu lalang
Am         E
ku harus terus berjuang
                 Am
tuk tetap jadi orang

Reff:
        Dm         Am
  semua ingin jadi pemenang
    E         Am
  biar bisa senang
        Dm         Am
  semua ingin jadi pemenang
    E
  biar senang hidup senang
    E
  bisa terus senang senang

Musik: Am G F E [4x]
       E E-F [7x] E

Reff:
        Dm         Am
  semua ingin jadi pemenang
    E         Am
  biar bisa senang
        Dm         Am
  semua ingin jadi pemenang
    E
  biar senang hidup senang
    E
  bisa terus senang senang

Reff:
        Dm         Am
  semua ingin jadi pemenang
    E         Am
  biar bisa senang
        Dm         Am
  semua ingin jadi pemenang
    E
  biar senang hidup senang
    E
  bisa terus senang senang

Outro: Am G F E [4x] Am..

Variasai dasar Intro's by : Admin PAIJO SAKTI
Dirubah jauh dari aslinya...


Facebook


Twitter
Chord /rif - Fight
Chord Kunci Gitar Terkait:
Radja - /rif
/rif - Cinta Adalah ...
/rif - Loe Toe Ye
Manis dan Sayang - Andy /rif Feat Erwin Gutawa
/Rif - Malaikat Kecil
Berkelana Ke Ujung Dunia - Agnes Monica feat Andy /rif
/rif - Salah Jurusan
/rif - Nikmati Aja
Astrid - Ku Mau Kamu Selamanya (feat. Andy /rif)
Cobaz x Andy /RIF - RADJA HEPI

Lihat semua :
Chord /rif
 "
77,Kunci Gitar Imam S Arifin - Yang Tersayang (Feat Nana Mardiana),Kunci Gitar Imam S Arifin - Yang Tersayang (Feat Nana Mardiana),"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Am F-F G-G
        Am F F-F E-E Dm
        Dm G C F E
        Am G F Am F
        G Am F G Am

Am
yang kau sangat kucinta
                   Dm
yang kau paling kusayang
          F  C          Am
hidup matiku…..aku serahkan..
G       Em      Am
hanya untukmu sayang...

      Am  F        G      Am
cuma kamu..…cuma kamu dihatiku..
F-Am
……dunia ini hampa kurasa
        F    Dm E
tanpa dirimu…..
         Am
ada disisiku..

Am
yang kucinta padamu..
                Dm
yang kusayang padamu
            F
engkau dan aku
C         Am
telah menyatu
G    Em           Am
satu jiwa dalam cinta...

Musik : Am G C
        E C F Dm G-F Am
        Dm G Am

Reff:
  Am
  andaikan matahari
                Dm
  terbit dari barat
             G
  tak akan goyah
     F         Am
  cintaku kepadamu...

  Int. Dm G Am

  Am
  apapun yang terjadi
               Dm
  aku tak perduli
         G
  rela kumati
       F        Am
  demi dirimu kasih..

F              Am
aku tetap milikmu
      C     Dm
tuhan restuilah
      F       Am
cinta kami berdua
       Em             Am
sampai nanti ke taman sorga

*)
Am
yang kucinta padamu..
                Dm
yang kusayang padamu
            F
engkau dan aku
C         Am
telah menyatu
G    Em           Am
satu jiwa dalam cinta...

Musik : Am G C
        E C F Dm G-F Am
        Dm G Am

kembali ke : Reff, *)

Outro : Am
        la la la la…la la la…lalala




Facebook


Twitter
Chord Imam S Arifin - Yang Tersayang (Feat Nana Mardiana)
Chord Kunci Gitar Terkait:
Bekas Pacar - Imam S. Arifin
Imam S. Arifin - Siapakah Aku
Imam S Arifin - Dia Lelaki Aku Lelaki
Lambaian Terakhir - Imam S. Arifin
Imam S. Arifin - Tiada Kata Berpisah (Feat Nana Mardiana)
Imam S Arifin - Yang Pernah Kusayang
Doa Suci - Imam S Arifin
Imam S Arifin & Nana Mardiana - Jangan Tinggalkan Aku
Imam S. Arifin - Sebelum Bobo

Lihat semua :
Chord Imam S. Arifin
 "
78,Kunci Gitar Imam S. Arifin - Tiada Kata Berpisah (Feat Nana Mardiana),Kunci Gitar Imam S. Arifin - Tiada Kata Berpisah (Feat Nana Mardiana),"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Em F D E
        F Dm G Am
        Am F Dm
        Am Dm E F..Am

Am
tiada kata berpisah
E               Am
antara kau dan aku..
G                 C
jangan pernah terucap….
 F      G       Am
dari bibirmu kasih..

     Dm               E
hati ini hanya ada namamu..
       F              G
sampai akhir dunia nanti..
F     G      Am
cinta kita abadi..

Am
tiada kata berpisah
E               Am
antara kau dan aku..
G                 C
jangan pernah terucap….
 F      G       Am
dari bibirmu kasih..

Musik : B Am B E
        E Am F Dm E A
        Dm Am
        E F Dm Am

Reff:
            Am
  di alam jagat ini
             E
  tak seorangpun mampu
             Dm          E
  memisahkan cinta kita….aaa..
  E                      Am
  kecuali Tuhan Sang Pencipta..

Int. Dm Am

         Am
  kesetiaanku kasih
             E
  usah kau ragu lagi..
              Dm     E
  kuingin selamanya….aaa…
  E            Am
  mendampingi dirimu..

*)
F       G     Am
cuma kamu milikku
   Dm     G       C      F
biarlah dunia iri pada kita
        E               Am
yang selalu mesra dalam cinta..

#)
Am
tiada kata berpisah
E               Am
antara kau dan aku..
G                 C
jangan pernah terucap….
 F      G       Am
dari bibirmu kasih..

Musik : B Am B E
        E Am F Dm E A
        Dm Am
        E F Dm Am

==Kembali ke : Reff, *), #)

Outro : Am G Am
        Am Em Am




Facebook


Twitter
Chord Imam S. Arifin - Tiada Kata Berpisah (Feat Nana Mardiana)
Chord Kunci Gitar Terkait:
Imam S. Arifin - Sebelum Bobo
Lambaian Terakhir - Imam S. Arifin
Doa Suci - Imam S Arifin
Imam S. Arifin - Siapakah Aku
Imam S Arifin - Dia Lelaki Aku Lelaki
Imam S Arifin - Yang Tersayang (Feat Nana Mardiana)
Bekas Pacar - Imam S. Arifin
Imam S Arifin & Nana Mardiana - Jangan Tinggalkan Aku
Imam S Arifin - Yang Pernah Kusayang

Lihat semua :
Chord Imam S. Arifin
 "
