,artiss,juduls,chords
111,Kunci Gitar IKI WEKE SOPO - Didi Kempot,Kunci Gitar IKI WEKE SOPO - Didi Kempot,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : C F C G C..G

     C
Wong yen lagi gandrung
                         G
Ra perduli mbledhose gunung
     G
Wong yen lagi naksir
                          C
Ra perduli yen perang nuklir

   C
Nadyan lagi bokek
                     F
Direwangi nretek nretek
             C
Jarene wis jodo
     G                C
Opo opo duwe’e wong loro

      C
Wong yen lagi kepiket
                      G
Ra perduli ndunyo kiamat
     G
Wong yen lagi nyenengi
                     C
Ra perduli lagi inflasi

   C
Nadyan ra duwe duwit
                    F
Direwangi kredat kredit
             C
Jarene wis jodo
     G              C
Opo opo kudu wong loro

Musik : F C G  C

          C
(irung mbangir, weke sopo mas?)
                      G
irung mbangir yo duwekmu
         G
(lambe tipis, weke sopo mas?)
                    C
lambe tipis yo duwe’mu
            C
(janggut nyathis, weke sopo mas?)
                         G
janggut nyathis, yo duwekmu
         G
(bangkekane, weke sopo mas?)
                    C
bangkekane, yo duwekmu

                C
(iki piye iki piye mas, weke sopo mas?)
                   G
mestine ono sing duwe
                G
(iki piye iki piye mas, weke sopo mas?)
                    C
mestine ono sing nduwe
                C
(iki piye iki piye mas, weke sopo mas?)
                   G
mestine ono sing duwe
                G
(iki piye iki piye mas, weke sopo mas?)
                    C
mestine ono sing nduwe

Outro : C G C
        Am Dm G C G C..G


Facebook


Twitter
Chord IKI WEKE SOPO - Didi Kempot
Chord Kunci Gitar Terkait:
Didi Kempot - Siji Welingku
Didi Kempot - Tragedi Tawangmangu
Didi Kempot Ft. Dian Kusuma - Eling Balapan
Didi Kempot - Beboyo Margo
Didi Kempot - Tembange Wong Kangen
Didi Kempot - iLang Tresnane
Didi Kempot - Ati Dondong
Didi Kempot - Muliyo
Didi Kempot - Gelo
Didi Kempot - Tamba Teka Lara Lunga
Didi Kempot - Rebutan Bantal
Didi Kempot feat. Yan Vellia - Layang Layang
Nyidam Sari - Didi Kempot
Didi Kempot - Lelakon Tresno
Didi Kempot - Cuilan Tong
Didi Kempot - Aku Kudu Piye
Didi Kempot - Ngimpi Ora Turu
Didi Kempot - Pager Abang
Didi Kempot feat Yuni Shara - Kapusan Janji
Didi Kempot - Nglanggar Janji

Lihat semua :
Chord Didi Kempot
 "
112,Kunci Gitar Luntur - Didi Kempot,Kunci Gitar Luntur - Didi Kempot,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Em B Em B

B                  Em
Yen luntur ro wenterane
     Am                  Em
Ora koyo yen luntur tresnane
                B
Tekan-tekane atine
               C          B
Koyo-koyo mung sak sire dewe

         B       Em
Ora sembodo mbiyene
        Am                  Em
Saben dino mung tansah metukke
                    B
Saben kepetuk tembunge
                   Em
angrerepo dadio duwe’e

      Am                        Em
Ora maido kolomongso mung sok gawe gelo
Em                             B 
Ewo smono nganti biso ngelunturke tresno
                   Em          Am              Em
Ditambakno mrono-mrene tiwas-tiwas ndedhowo larane
                   B
Nanging tombo sejatine
                      Em   B
ora liyo mung awake dewe

Int : B Em Am Em
      B Em B

Ulangi dari awal 1x ^_^


Facebook


Twitter
Chord Luntur - Didi Kempot
Chord Kunci Gitar Terkait:
Didi Kempot - Gembok Ilang Kuncine
Didi Kempot - Ojo Wedi Kalah (Jangan Pernah Menyerah)
Didi Kempot - Pantai Klayar
Didi Kempot - Cinta Seumur Bunga
Didi Kempot feat. Denny Caknan - Layang Kangen (Tribute To Didi Kempot)
Didi Kempot - Ikhlas
Gawe Gelo - Didi Kempot (Kowe Gawe Gelo)
Didi Kempot - Cintaku Jauh Di Lampung
Didi Kempot - Trenggalek Nyimpen Tresno
Didi Kempot feat. Happy Asmara - Ati Dudu Wesi
Didi Kempot - Bangjo Malioboro
Didi Kempot - Entenono
Didi Kempot - Nasib Tresnaku
Didi Kempot - Dalan Tembus
Didi Kempot - Tresnamu Koyo Odol
Didi Kempot - Piring Pecah
Didi Kempot - Ojo Pisan Kondo
Didi Kempot - Ke Solo Lagi
Didi Kempot - Siji Welingku
Didi Kempot - Segoro Tuban

Lihat semua :
Chord Didi Kempot
 "
113,Kunci Gitar Didi Kempot - Ketar Ketir,Kunci Gitar Didi Kempot - Ketar Ketir,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Am Em F C
        Dm Am F Em
        Am Dm Em C Am

(*)
        Am         F           Am
ketar ketir ati tansah ketar ketir
          Am                 Dm    ..Bb
yen tak fikir aku koyo lampu sentir
         Dm Bb        Dm
kelap kelip...mobat-mabit
         G        F            Am
yen lagi keterak angin sing sembribit
Dm          Am
dik...aku gelo
         F           E          Am
sliramu tak tresnani jebul mentolo

Musik : Am Dm Em Bm Am
        Dm G Am

Reff
           Am       G          Am
     dek sliramu pamit arep lungo
                Dm        F      Am ..G Am
     jroning ngati rasane keloro-loro
        Am              G          Am
     nadjan tak penggak tetep ra biso
               Dm           F          Am
     yen tak gagas lungamu njor golek opo
            Dm              C
     tak enteni dik kapan tekamu
                 Em               Am - Em
     mbok nganti mbesok putih rambutku...

--Ulangi lagu dari awal 1x ^_^

Kembali ke (*)...




Facebook


Twitter
Chord Didi Kempot - Ketar Ketir
Chord Kunci Gitar Terkait:
Didi Kempot - Nggegem Watu
Didi Kempot - Isin Isin
Didi Kempot - Trenggalek Nyimpen Tresno
Didi Kempot - Aku Dudu Rojo
Didi Kempot - Taman Jurug
Didi Kempot - Kerajang Tresno
Didi Kempot - Rek Ayo Rek
Didi Kempot - Banyu Pendowo
Didi Kempot - Plong
Didi Kempot Ft. Dian Kusuma - Eling Balapan
Didi Kempot - Ojo Sujono
Didi Kempot - Cintaku Sekonyong Konyong Koder
Didi Kempot - Rindu Jombang
Didi Kempot - Burungku Flu
Didi Kempot - Pancen Jodo
Didi Kempot - Ambyar
Didi Kempot - Piring Pecah
Didi Kempot - Kangening Ati
Didi Kempot - Ngalamun
Didi Kempot - Kowe Mlayu (Kamu Lari)

Lihat semua :
Chord Didi Kempot
 "
114,Kunci Gitar Sepayung Loroan - Sonia Sonjaya (Lagu Tarling),Kunci Gitar Sepayung Loroan - Sonia Sonjaya (Lagu Tarling),"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Am C F Am
        Dm-Am F Am
        Am C F Am
        E F Am-Em Am

        Am
Masih kelingan manis meseme
               F           E
Kaya kebayang bae ning lewane
    Dm        F         Am
Yen turu keganggu Yen mangan kelingan
  E                      Am     Dm  Am
Kadang nangis gemuyu dewekan

(*)
      Am
Wingi masih sepayung loroan
              F           E
Sekien Cuma tinggal kenangan
     Dm        F        Am
Sing dadi bayangan awan kelawan bengi
   E                    Am
Mung siji kakang pujaan ati

Musik : Dm Am (2x)
        Dm
        Bb E F Am
        Dm E Am

Reff:
      Am     A7          Dm
     Kirim salam sing kadoan
       G      F              Am
     Kanggo kakang sing tek sayang

     Int : Dm E..Am

       Am    A7          Dm
     Najan adoh sing panggonan
       G      F            Am
     Kaya nyanding ning iringan

      Dm
     Bagen adoh ning mata
     C
     Nanging parek ning ati
            E                  Am
     Sun janji bakal setia ngenteni

Kembali ke : (*), Musik, Reff




Facebook


Twitter
Chord Sepayung Loroan - Sonia Sonjaya (Lagu Tarling)
Chord Kunci Gitar Terkait:
Dian Anic - Tetep Nyayangi
Vita Alvia - Mergo Sing Ono Maning
Aas Rolani - Emong Diwayu (Lagu Tarling)
Ayu Karlina - Mung Dadi Mantan (Lagu Tarling)
Ratna Anggita - Kawin Ciasem
Kucing Garong - Voc. Dede S
Keloas - Tati Mutia (Tarling Dangdut)
Soni Sonita - Dudu Kita Sing Kuasa
Anik Arnika - Masih Krasa (Lagu Tarling)
Susy Arzetty - Rabi Angkat (Lagu Tarling)
PEMUDA IDAMAN - Versi Diana Sastra (Lagu Tarling)
Siska CK - Sunnah Rasul (Lagu Tarling)
Wati Jaguar - Langka Artine
Aas Rolani - Mata Keranjang (Lagu Tarling)
Ita DK - Gantungaken Cinta (Lagu Tarling)
Emek Aryanto - POLITIK (Molae Pol Olihe Setitik)
Sewulan Maning - Aas Rolani (Lagu Tarling)
Sulaya Janji - Dewi Kirana (Lagu Tarling)
Novi KD - Wakyu (Tuak Karo Ciu)
Dian Anic - Kawin Karo Bayi

Lihat semua :
Chord Lagu TarlingChord Sonia Sonjaya
 "
115,Kunci Gitar Srigala Berbulu Domba - Evie Tamala (Dangdut),Kunci Gitar Srigala Berbulu Domba - Evie Tamala (Dangdut),"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Dm Dm-E E-Dm-E F-E (3x)
        F G Dm-G-F-Am

Am                         G            Am
Semua telah kuserahkan padamu wahai kekasih
         Am
banyak sudah yang ku korbankan
     G           Am
untukmu wahai kekasih

E              F     E         F
setelah kau dapatkan semua dariku
E             F     E   F      G     Am
dengan begitu mudahnya aku kau campakkan

Suling : Am G Am

Am                        G          Am
Begitu manis rayuanmu begitu mesra katamu
Am                             G        Am
sepenuhnya aku percaya tanpa merasa curiga
E              F   E              F
Kau tutupi sifatmu dengan warna madu
E              F     E
rupanya engkau srigala
F         G     Am
yang berbulu domba

Musik   : Am F G Am (2x)
suling  : Am F Am

Reff:
Am                          Am...F
Tertawa puas engkau tertawa
Dm                       E    E-Dm
dan bangga setelah memperdaya
Am                             Am...F
Tetapi..ada yang kau lupakan
Dm                     E
hukuman dan keadilan Tuhan
Am      F        G      Am
tiada dosa bebas tanpa balas

Am                        G              Am
sebelum aku memaafkan sebelum kau ku relakan
Am                                G          Am
kemana langkahmu berjalan…pasti dalam ketakutan
E                   E               F
…walau dengan siapa kau berumah tangga
E                  F   E     F    G      Am
tak mungkin engkau bahagia…dengan beban dosa

Suling : Am G Am

Am                      G           Am
Begitu manis rayuanmu begitu mesra katamu
Am                             G        Am
sepenuhnya aku percaya tanpa merasa curiga
E                F  E              F
…Kau tutupi sifatmu dengan warna madu
E               F   E
rupanya engkau srigala
F         G     Am
yang berbulu domba....




Facebook


Twitter
Chord Srigala Berbulu Domba - Evie Tamala (Dangdut)
Chord Kunci Gitar Terkait:
Lukaku - Evie Tamala
Evie Tamala - Bukan Sekedar Kata
Dokter Cinta - Dangdut Evie Tamala
Sebuah Janji - Evie Tamala
Evie Tamala - Mendamba
Rembulan Malam - Evie Tamala (Dangdut)
Evie Tamala - Selamat Malam
Ada Rindu - Evie Tamala
Asmara - Evie Tamala
Duka - Evie Tamala
Evie Tamala - Sayang
Nyanyian Rindu - Evie Tamala
Evie Tamala - Kata Hati (Dangdut Pallapa)
Evie Tamala - Kangen (cover Manthous)
Aku Rindu Padamu - Evi Tamala
Evie Tamala - Selamat Datang
Kandas - Evie Tamala
Evie Tamala - Lilin Lilin Putih
Imron Sadewo - Akhir Sebuah Cerita (Ft Evie Tamala)
Evie Tamala - Luka Diatas Luka

Lihat semua :
Chord Evie Tamala
 "
116,Kunci Gitar Jaket Iki (Prapatan Mastrip) - Ratna Antika,Kunci Gitar Jaket Iki (Prapatan Mastrip) - Ratna Antika,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Am Bb Am (2x)
        Am Dm Am (2x)
        Dm C E Am E

  Am
Langit mendung gayung
      Em         Am
mudun bis udan grimis
   Dm       G          C
eseman riko wis nyusul isun
 Dm                   G              C
dicoplok jaket riko…kanggo mayungi isun
   B                            E
kangen sun katon neng pelukan riko

 Am                             Em     Am
Prapatan dalan Mastrip…saksi ketemuan iki
   Dm         G          C
masio sing ngucap isun ngerti
Dm                       Am
sorot matane riko…beek roso kangen
  Dm          E                F       Am
grimis soyo deres...tapi sing ono hang ngerti

int : Dm Am B Bm E

    Am                       Dm           Am
Nganggo jaket riko iki…udan grimis di payungi
   Dm        C            F         E
tondho welas riko…sak temene isun ngerti

    Am                        Dm          Am
Nganggo jaket riko iki…udan grimis di payungi
 Dm          C          E            Am
mergo jaket iki…welas isun yo soyo ndadi

 Am                            Em       Am
Prapatan dalan Mastrip…saksi ketemuan iki
  Dm          G           C
masio sing ngucap isun ngerti
Dm                     Am
sorot matane riko…beek roso kangen
  Dm        E                 F         Am
grimis soyo deres...tapi sing ono hang ngerti

int : Am Em Am
      Dm G C
      Dm G C B E

Ulangi dari awal lagu 1x ^_^




Facebook


Twitter
Chord Jaket Iki (Prapatan Mastrip) - Ratna Antika
Chord Kunci Gitar Terkait:
Ojo Njaluk Pegat - Ratna Antika & Shodiq
Ratna Antika - Aku Cinta Aku Sayang
Ratna Antika - Kahanan Urip
Ratna Antika - Mbelgedes
Ratna Antika - Lunture Tresno
Ratna Antika - Wengi Iki
Ratna Antika - Dangdut Jamaika (Monata)
Ratna Antika - Kangenku Kalingan Portal
Ratna Antika - Mantan Bukan Pahlawan
Ratna Antika - Sambel Kemangi
Ratna Antika - Ra Bakal Nyatu
Ratna Antika - Awet Enom
Ratna Antika - Pamer Saldo
Ratna Antika - Kependem Cinta
Ratna Antika - Edan Kabeh (Arif Citenx)
Ratna Antika - Korban HP
Grajagan Banyuwangi - Ratna Antika

Lihat semua :
Chord Ratna Antika
 "
117,Kunci Gitar Bukan Dia - H. Ona Sutra,Kunci Gitar Bukan Dia - H. Ona Sutra,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : C

C      Em    F       G
Haaa Haa aaa Haa Haa Aa Aa (2x)

C     Em         F      C
Seharusnya tertulis disitu
       Dm       G
Dalam surat undangan
  C         Am        Dm
Namamu dan namaku uu uuu
G        C
…Bukan namanya

C      Em    F       G
Haaa Haa aaa Haa Haa Aa Aa

C   Em         F        C
Seharusnya aku yang disitu
     Dm         G
Duduk di pelaminan
   C              Am     Dm
Berdampingan denganmu uu uu
G          C
…Bukanlah dia

Musik  : Em F C
Suling : Dm C Dm C

Reff:
              C                      F
         Bertahun lamanya kita berencana
               G                 C
         Membangun mahligai bahagia

         Int : C

             C                      F
         Kutahu cintamu hanyalah untukku
             G             C
         Dia pilihan orang tuamu

      G                 C
Hanya ku bertanya …akankah bahagia..
      G                    C
Hidup bersama tak saling cinta

C      Em    F       G
Haaa Haa aaa Haa Haa Aa Aa

(*)
C      Em      F        C
Seharusnya aku yang disitu
      Dm        G
Duduk di pelaminan
   C              Am      Dm
Berdampingan denganmu .uu.uu
G          C
…Bukanlah dia

Musik  : Em F C
Suling : Dm C Dm C

Kembali ke : Reff (*)

C      Em    F       G
Haaa Haa aaa Haa Haa Aa Aa (4x)

Coda : C


Facebook


Twitter
Chord Bukan Dia - H. Ona Sutra
Chord Kunci Gitar Terkait:
Sisa Sisa Cinta - H. Ona Sutra
Titip Cintaku - H. Ona Sutra
H. Ona Sutra - Dikenang Kenang
Asam di Gunung Garam di Laut - H. Ona Sutra

Lihat semua :
Chord H. Ona Sutra
 "
118,Kunci Gitar Sisa Sisa Cinta - H. Ona Sutra,Kunci Gitar Sisa Sisa Cinta - H. Ona Sutra,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : C Em  F C

C        Em
Bila kumenatapmu
     F           C
hatiku tak menentu Ho..o..
C          Em
Bila kita Jumpa
     F           C
berdebar dalam Jiwa

Dm                 C
...mengapa ini terjadi
Dm                    C
...sungguh aku tak mengerti
Em        F               C
sedangkan kita sudah berpisah

C        Em
Bila kumenatapmu
    F          C
Hatiku tak menentu..ho..o..
C           Em
Bila kita jumpa
    F             C
Berdebar dalam jiwa

Musik : Em F Dm G C
        Dm C
        Em F C

Reff:
                    C
       Cinta yang dulu pernah bersemi
       F                      Dm          C  F C
       ...sekian lama pergi kini datang lagi
                 C
       mungkin disana masih ada cinta
       F                 Dm          C
       ...mungkin disini masih ada Cinta
       Em                 F          C
       ...sisa-sisa Cinta di dalam dada..

(*)
C         Em
bila kumenatapmu
    F          C
Hatiku tak menentu..Ho..o..
C          Em
Bila kita Jumpa
     F           C
Berdebar dalam jiwa

Musik :  Em F Dm G C
         Dm C
         Em F C

Kembali ke : Reff, (*)

Outro : Am G Am C




Facebook


Twitter
Chord Sisa Sisa Cinta - H. Ona Sutra
Chord Kunci Gitar Terkait:
H. Ona Sutra - Dikenang Kenang
Titip Cintaku - H. Ona Sutra
Asam di Gunung Garam di Laut - H. Ona Sutra
Bukan Dia - H. Ona Sutra

Lihat semua :
Chord H. Ona Sutra
 "
119,Kunci Gitar Titip Cintaku - H. Ona Sutra,Kunci Gitar Titip Cintaku - H. Ona Sutra,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro :  C
         C Em Am Em
         F C-G-C Dm G Am
         G C

    C            F
kutitipkan kepadamu
F                 C
dia yang paling kusayang
C                    Em
engkau tahu di dalam hatiku
  F      G          C
masih menyayangi selalu

Int : C-A-Dm
      Dm Em F C

      C         F
aku rela melepaskan dia
F                C
walau harus menderita
C                     Em
karna cinta tidak selamanya
F           G           C
indah dan berakhir bahagia

Musik  : E Am F Dm C
         Dm Em F Bb C
Suling : Dm Bb C (2x)

Reff:
                C             Dm
     seujung rambut..seujung kuku
               F         G        C    C Dm Bb C
     jangan pernah kau sakiti dirinya
             C           Dm
     cintai dia..sayangi dia
                F        G         C
     janganlah kau sia-siakan dirinya

                Dm   G           C
     biarlah derita….kusimpan dalam jiwa
               Dm        G       C
     asalkan bahagia selalu bersamanya

(*)
     C           F
kutitipkan kepadamu..
F                 C
dia yang paling kusayang
C                      Em
engkau tahu di dalam hatiku
  F         G       C
masih menyayangi selalu

Musik  : E Am F Dm C
         Dm Em F Bm C
Suling : Dm Bb C (2x)

kembali ke : Reff, (*)

Ending:
  F     G              E..C
Masih..…menyayangi selalu


Facebook


Twitter
Chord Titip Cintaku - H. Ona Sutra
Chord Kunci Gitar Terkait:
Asam di Gunung Garam di Laut - H. Ona Sutra
Sisa Sisa Cinta - H. Ona Sutra
H. Ona Sutra - Dikenang Kenang
Bukan Dia - H. Ona Sutra

Lihat semua :
Chord H. Ona Sutra
 "
120,Kunci Gitar Bila Waktu Tlah Berakhir - Opick,Kunci Gitar Bila Waktu Tlah Berakhir - Opick,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Am E F C B E
        Am C F Dm E

Am               E
Bagaimana kau merasa bangga
F                 Em     E
akan dunia yang sementara
Am           E
bagaimanakah bila semua
F                      Dm     C     B   E   F-E
hilang dan pergi meninggalkan dirimu...uuu

Coda : Am Dm E

Am             E
Bagaimanakah bila saatnya
F                    E
waktu terhenti tak kau sadari
Am             E
masihkah ada jalan bagimu
F                Dm          C   B    E  F-E
untuk kembali mengulang ke masa lalu uuu

Am     E     F                Dm
Du...nia...dipenuhi dengan hiasan
Am    E         F
Se...mua...dan sgala yang ada
Dm      C        E   F-E
akan kembali padaNya

Am      G        F     C
Bila Waktu tlah memanggil
 Dm             E
teman sejati hanyalah amal
Am      G        F    C
Bila waktu tlah terhenti
Dm                  E         Em E
teman sejati tinggallah sepi....

Intro : C  G C B G
        Bbm Am F
        C Dm Em F Em...E

Am      G        F     C
Bila Waktu tlah memanggil
 Dm                E
teman sejati hanyalah amal
Am     G        F     C
Bila waktu tlah terhenti
Dm                  E      Am    G    F    C
teman sejati tinggallah  sepi....ii..ii.ii.iii
Dm       E
Hooo..Ooo..

Am      G        F    C
Bila waktu tlah terhenti
Dm                 E      Am   Dm B     F E
teman sejati tinggallah sepi...




Facebook


Twitter
Chord Bila Waktu Tlah Berakhir - Opick
Chord Kunci Gitar Terkait:
Opick - DenganMu Aku Hidup
Opick Feat. Amanda - Satu Rindu
Opick Feat Adiba - Terima Kasih Ayah
Opick - Tafakkur (Ost. Jiran)
Opick - Sang Cahaya Kehidupan (Sholawat)
Opick - Kembali Pada Allah
Opick Feat. Amanda - Maha Melihat
Opick - Indahnya Ramadhan
Opick - Allahu Ya Karim
Opick - ASSALAMU'ALAIKUM
Opick feat. Melly Goeslaw - Takdir
Opick - Tombo Ati
Opick - Tiada Duka Yang Abadi
Opick Feat. Derry Sulaiman - Ya Robbi Ya Illahi
Opick - Astaghfirullah (Istighfar)
Opick - Sang Maha Cahaya
Opick - TanpaMu
Opick - Kesaksian Diri
Opick - Bismillah
Opick - Rapuh

Lihat semua :
Chord Opick
 "
121,Kunci Gitar Munaroh Bang Ocit Datang - Trio Ubur Ubur,Kunci Gitar Munaroh Bang Ocit Datang - Trio Ubur Ubur,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : G C D G,,,G C D

)*
     G             C        D              G
Di saat aku melihatmu, di saat aku mengenalmu
      G              C         D             C  D
Dan kini ku tahu namamu, ternyata namamu munaroh

Reff
      G   C            G 
  Munaroh bang ocit datang pretpret pretpret pretpret
      D                G
  Munaroh bang ocit datang pretpret pretpret pretpret
      G   C            G 
  Munaroh bang ocit datang pretpret pretpret pretpret
      D                G
  Munaroh bang ocit datang pretpret pretpret pretpret

--Kembali ke )*, Reff

    G   C            G 
Munaroh bang ocit datang pretpret pretpret pretpret
    D                G
Munaroh bang ocit datang pretpret pretpret pretpret
                     G                     
pretpret pretpret pretpret
                      G
pretpret pretpret pretpret... Pret pret pret pret prettt


Facebook


Twitter
Chord Munaroh Bang Ocit Datang - Trio Ubur Ubur
Chord Kunci Gitar Terkait:
Trio Ubur Ubur - Bapak Mana Bapak (Ft Sony Wakwaw)
Trio Ubur Ubur - Cintaku Blaem Blaem
Trio Ubur Ubur - Diputusin Kamu (Cinta Ditolak)
Trio Ubur Ubur - Dag Dig Dug

Lihat semua :
Chord Trio Ubur Ubur
 "
122,Kunci Gitar Lagu Untukmu - Dr. PM,Kunci Gitar Lagu Untukmu - Dr. PM,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro: C F Am G Dm C F G
       F G Dm Am F G Dm G

Am              C          G
Sejenak ku terbuai akan bayangmu
Am                       C        G
Lembut bayangan dirimu terasa tak terbawa

(*)
  Am                      C       G
  Mungkinkah kan kembali semua bersamamu
  Am
  Bawakan segenggam harapku
      C                G       Dm
  Dan kau tersenyum lulurkan asa
     F           Dm       F   E
  Ingin kusentuh nuranimu… saat kau terjaga

Reff:   
           C    F       Am            G
     Hapuskan luka, biarkan cinta kembali
          C           F     G
     Bersemi dan sinari damai di hatimu

Musik : C  Dm C  F

Kembali ke: (*), Reff

Reff 2:   
          C     F          Am           G
     Berikan cinta yang s’lama ini terkubur
         C       F         G
     Biarkan cinta putih suci bersamamu

Dm       F             C              Bb        Dm
Takkan kulepas bila cinta tulus t’lah hadir darimu
          G        Bb               F
Kau merangkul kalbuku dan slalu kubawa

Musik: F G Dm Am F G Dm G

Kembali ke: Reff, Reff 2, Reff

Outro: C Dm C F (2x)


Facebook


Twitter
Chord Lagu Untukmu - Dr. PM
Chord Kunci Gitar Terkait:
Dr. PM - Tak Harus Miliki

Lihat semua :
Chord Dr. PM
 "
123,Kunci Gitar Sampai Mati - Putih,Kunci Gitar Sampai Mati - Putih,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : C Am Em F

C               Am
Pahamilah semua apa yang terjadi
Em                 F
Saat hati tak lagi bisa berkata
C                 Am
Mungkin bahagiamu bukan tuk diriku
Em                F
Biarkan semua ini jadi kenangan

* 
Dm                Em
Lupakan semua cerita cinta
F                      Em    G
Tinggalkan jiwaku yang terluka

Reff :
          C                    Em
     Sampai mati kisah ini kan ku jaga
                     Dm                     F
     Hingga berakhir nafasku putih cintaku untukmu
          C                   Em
     Sampai mati dirimu kan dihatiku
                        Dm                          F
     Tiada mungkin tuk terganti walau semua telah berlalu

C                Am
Atas nama cinta kau yang ku banggakan
Em                   F
Inilah hidup tak perlu disesali
C             Am
Biarkan semua tetaplah terjaga
Em                     F
Sebingkai kenangan cinta yang terindah

Balik ke *, Reff
Interlude : Am Dm F G

     C                    Em
Sampai mati kisah ini kan ku jaga
                Dm                    F     G
Hingga berakhir nafasku putih cintaku untukmu

--Overtune
    D                   F#m
Sampai mati dirimu kan dihatiku
                   Em                         G
Tiada mungkin tuk terganti walau semua telah berlalu
    D                     F#m
Sampai mati kisah ini kan ku jaga
                Em                     G
Hingga berakhir nafasku putih cintaku untukmu
    D                    F#m
Sampai mati dirimu kan dihatiku
                  Em                         G
Tiada mungkin tuk terganti walau semua telah berlalu

Coda : D


Facebook


Twitter
Chord Sampai Mati - Putih
Chord Kunci Gitar Terkait:
Putih Band - Katakan

Lihat semua :
Chord Putih
 "
124,Kunci Gitar Lambaian Terakhir - Imam S. Arifin,Kunci Gitar Lambaian Terakhir - Imam S. Arifin,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro  : Am G Dm
         E-A-B E Am
Suling : Am Em G Am
         Dm Am

  Am                   Dm
Bisikan keluhan hasrat hati
    E                   Am
Diakhir jambangan kisah sedih
    Am       F       E
Katakan padanya aku pergi
E                 Am...E
Membawa derita sendiri

  Am              Dm
Rayuan suara hati hamba
     E                  Am
Mengukir kenangan penuh duka
   Am          F       E
Di dalam hati ingin bertanya
     E          Am
Dosakah aku kepadanya

Musik  : Am Dm E F G Am
Suling : Am D Am (2x)
         Am Dm E Am

Reff:
     G
     Kupergi dengan harapan
         Am        F       Am    Am..Dm
     Mencari teman seiring jalan
     F              Dm
     Kunanti saat gemilang
         Am       E     Am    E
     Bilakah tercapai  tujuan

     Am                    Dm
     Lambaian terakhir kuberikan
           E               Am
     Tandanya berpisah dua insan
          Am          F       E
     Yang lama jangan lagi dikenang
     E                   Am
     Anggaplah bisikan kelana

Musik  : Am Dm E F G Am
Suling : Am D Am (2x)
         Am Dm E Am

Kembali ke Reff

F    Am
….Kelana…
F    Am
….Kelana…


Facebook


Twitter
Chord Lambaian Terakhir - Imam S. Arifin
Chord Kunci Gitar Terkait:
Doa Suci - Imam S Arifin
Imam S. Arifin - Siapakah Aku
Bekas Pacar - Imam S. Arifin
Imam S Arifin - Dia Lelaki Aku Lelaki
Imam S. Arifin - Sebelum Bobo
Imam S. Arifin - Tiada Kata Berpisah (Feat Nana Mardiana)
Imam S Arifin & Nana Mardiana - Jangan Tinggalkan Aku
Imam S Arifin - Yang Pernah Kusayang
Imam S Arifin - Yang Tersayang (Feat Nana Mardiana)

Lihat semua :
Chord Imam S. Arifin
 "
125,Kunci Gitar Malam Ini - Powerslaves,Kunci Gitar Malam Ini - Powerslaves,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : G F C G 2x

D             Em
Tetaplah disampingku yeee,.,.
G           C
Walau malam tiba
D              Em
Lepaslah rindu ini hooo,.,
G             C
Sampai fajar tiba
C            D
Matahari menanti
C               D
Bulanpun berhentilah

Reff :
         G   F             C
     Malam ini akulah milikmu
                   G  F C
     lupakan yang ada
         G   F              C
     Malam ini dekaplah diriku
                     G F C
     lepaskan tangismu

D             Em
Lupakan esok hari ooohhh,.,.
G             C
Walau waktu habis
D                Em
Apapun yang terjadi ooo,.,yee,.,.
G               C
Tetaplah bersamaku
C            D
Matahari menanti
C               D
Bulanpun berhentilah

Em         
Kaulah pengantinku
D#                  G
Dimalam yang dingin alam bersaksi
Em                  D#                 D
Jalan masih panjang dan panah hatiku oohhh,.,

Interlude : G F C G 2x
            Em D# G Em D# D

Balik ke Reff 2x




Facebook


Twitter
Chord Malam Ini - Powerslaves
Chord Kunci Gitar Terkait:
Jika Kau Mengerti - Powerslaves
Powerslaves - Terus Melangkah
Powerslaves - Cantik dan Blues
Powerslaves - Jangan Kau Mati

Lihat semua :
Chord Powerslaves
 "
