,artiss,juduls,chords
413,Kunci Gitar Aidos Trio - Maila Tanda Cinta,Kunci Gitar Aidos Trio - Maila Tanda Cinta,"
Transpose:Auto Scroll Light Mode    Dark Mode   Catatan :
Chord kita naikan 1 fret 
dan sudah didasarkan.
Intro : C Em F G
        C Em F G

C                Em
aha do namasa di au
   F               C
tikki hita marsitandaan
Dm            -C   G
jari-jari ki do manjalang ho
  F          G     C        G
gabe hitir-hitir pamangan hi..

C                     Em
taroktok hu sai manghabukbak
     F                     C
pikkiran hu pe gabe marambalangan
Dm              -C    G
maos ma hupature obuk hi
    F          G         C
busisaon au di parhundul hi..

Reff :
     F
 husadari ma..
 G                     C
  on do tanda na jatuh cinta
   Dm        G
 ciri-ciri nunga adong
   C          C-Dm-Em
 lomo ni roha..

      F
 malu-malu..
 G                  C
  tanda na au mulai suka
   Dm
 maila-ila..
 G                     C
  nunga tubu holong ni roha..

Musik : C Em F G
        C Em F G

C                     Em
taroktok hu sai manghabukbak
     F                     C
pikkiran hu pe gabe marambalangan
Dm              -C    G
maos ma hupature obuk hi
    F          G         C
busisaon au di parhundul hi..

Reff :
     F
 husadari ma..
 G                     C
  on do tanda na jatuh cinta
   Dm        G
 ciri-ciri nunga adong
   C          C-Dm-Em
 lomo ni roha..

      F
 malu-malu..
 G                  C
  tanda na au mulai suka
   Dm
 maila-ila..
 G                     C
  nunga tubu holong ni roha..

     F
 husadari ma..
 G                     C
  on do tanda na jatuh cinta
   Dm        G
 ciri-ciri nunga adong
   C         C-Dm-Em
 lomo ni roha..

      F
 malu-malu..
 G                  C
  tanda na au mulai suka
   Dm
 maila-ila..
 G                     C
  nunga tubu holong ni roha..

===ORIGINAL CHORD)) 

Aidos Trio - Maila Tanda Cinta

Intro : Bb Dm D# F
        Bb Dm D# F

Bb               Dm
aha do namasa di au
   D#              Bb
tikki hita marsitandaan
Cm            -Bb  F
jari-jari ki do manjalang ho
  D#         F     Bb       F
gabe hitir-hitir pamangan hi..

Bb                    Dm
taroktok hu sai manghabukbak
     D#                    Bb
pikkiran hu pe gabe marambalangan
Cm              -Bb   F
maos ma hupature obuk hi
    D#         F         Bb
busisaon au di parhundul hi..

Reff :
     D#
 husadari ma..
 F                     Bb/D
  on do tanda na jatuh cinta
   Cm        F
 ciri-ciri nunga adong
   Bb         Bb-Cm-Dm 
 lomo ni roha..

      D#
 malu-malu..
 F                  Bb/D
  tanda na au mulai suka
   Cm
 maila-ila..
 F                     Bb
  nunga tubu holong ni roha..

Musik : Bb Dm D# F
        Bb Dm D# F

Bb                    Dm
taroktok hu sai manghabukbak
     D#                    Bb
pikkiran hu pe gabe marambalangan
Cm              -Bb   F
maos ma hupature obuk hi
    D#         F         Bb
busisaon au di parhundul hi..

Reff :
     D#
 husadari ma..
 F                     Bb/D
  on do tanda na jatuh cinta
   Cm        F
 ciri-ciri nunga adong
   Bb         Bb-Cm-Dm 
 lomo ni roha..

      D#
 malu-malu..
 F                  Bb/D
  tanda na au mulai suka
   Cm
 maila-ila..
 F                     Bb
  nunga tubu holong ni roha..

     D#
 husadari ma..
 F                     Bb/D
  on do tanda na jatuh cinta
   Cm        F
 ciri-ciri nunga adong
   Bb       -Bb-Cm
 lomo ni roha..

  -Dm D#
 malu-malu..
 F                  Bb/D
  tanda na au mulai suka
   Cm
 maila-ila..
 F                     Bb
  nunga tubu holong ni roha..




Facebook


Twitter
Chord Aidos Trio - Maila Tanda Cinta
Chord Kunci Gitar Terkait:
Aidos Trio - Hasian
Aidos Trio - Sibolis Parjehe

Lihat semua :
Chord Aidos Trio
 "
414,Kunci Gitar Aidos Trio - Hasian,Kunci Gitar Aidos Trio - Hasian,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : D.. G D
        D.. G D A

  D
saribu hali ho ingkar janji
  G                    D
sahalipe ho dang minta maaf
A
dang adong labana be mardongan
               D    A
molo songoni sifatmu..

  D
saribu hali ping nang sms hu
  G                    D
sahalipe i dang hea marbalos
A
talu do ito rasa cemburu ki
               D  A
dibahen holong hi..

Reff :
     D  A  D
 hasian.. loja au holan
           C        G        D
 humanghop holong hi.. salelengon..
   Em                         A
 hape laos so mas arga holong hi..
         D  C A
 dibahen ho..

     D  A  D
 hasian.. loja au holan
           C        G        D
 humanghop holong hi.. salelengon..
     Em                   A
 haholongi ma dirikku hasian..
                    D        A
 songon au mang haholongi ho..

Musik : G A F#m Bm
        Em A G A..

  D
saribu hali ping nang sms hu
  G                   D
sahalipe idang hea marbalos
A
talu do ito rasa cemburu ki
               D  A
dibahen holong hi..

Reff :
     D  A  D
 hasian.. loja au holan
           C        G        D
 humanghop holong hi.. salelengon..
   Em                         A
 hape laos so mas arga holong hi..
         D  C A
 dibahen ho..

     D  A  D
 hasian.. loja au holan
           C        G        D
 humanghop holong hi.. salelengon..
     Em                   A
 haholongi ma dirikku hasian..
                    D        A
 songon au mang haholongi ho..

     D  A  D
 hasian.. loja au holan
           C        G        D
 humanghop holong hi.. salelengon..
   Em                         A
 hape laos so mas arga holong hi..
         D  C A
 dibahen ho..

     D  A  D
 hasian.. loja au holan
           C        G        D
 humanghop holong hi.. salelengon..
     Em                   A
 haholongi ma dirikku hasian..
                    D
 songon au mang haholongi ho..
     Em                   A
 haholongi ma dirikku hasian..
                    D       C D
 songon au mang haholongi ho..


Facebook


Twitter
Chord Aidos Trio - Hasian
Chord Kunci Gitar Terkait:
Style Voice - Ilu Ni Anak Siangkangan
Jen Manurung - Trauma
Nila Sari & Farro Simamora - Dermaga Cinta (Dangdut Batak)
Nagabe Trio - Martangan Pudi
Century Trio - Bintang (Lagu Batak)
Duo Kembar - Kosong Dua
Dongan Trio - Cinta Jarak Jauh
Tasita Trio - Lao Ma Ho
Erna Tobing - Loas Au Tu Silomo Ni Rohakki
Manghaholongi Ho - Pimpy Sigalingging
Nirwana Trio feat. Eduarta Tamba - Saleleng Ni Ngolukki
Aidos Trio - Maila Tanda Cinta
Santana Trio - Tona Ni Dainang
Carlos Aritonang - Mulak Tu Au
Roni Sihite - Ibana Manang Ahu
Batu Gantung - Erna Tobing
Aldo Simamora - Rap Dohot Ho
Divamora Sister - Unang Sai Ragu
Rany Simbolon - Au Ma Di Ho
Robert Simorangkir - Rokkap Ni Tondi

Lihat semua :
Chord Aidos TrioChord Lagu Batak
 "
415,Kunci Gitar Aidos Trio - Sibolis Parjehe,Kunci Gitar Aidos Trio - Sibolis Parjehe,"
Transpose:Auto Scroll Light Mode    Dark Mode   Capo di fret 3

Intro : C..Em..F G C G
        C..Em..F D G..

  C
hurippo do ito 
Em              Am
 setia ho salelengon
F                    G
 hape sandiwara do holongmu
      F     G          C      G
cinta mi martopak sada tangan..

  C
sugari ma ito
Em               Am
 manghiilala rohami
    F
botoonmu do ito
        G
boha di bagas rohakkon
F              G
 di pambehenan mon..

Reff :
 C              G       -E/G#
 aha dona sorop tu roham
 Am               F
  begu aha do manegai pikkiranmi
   C            G
 sataon hita marhallet
   F               G
 sataon i do au di selingkuh i ho..

           C           G
 hancit na i pambahenanmon
   F           G        C
 suman ma ho sibolis parjehe..

Musik : Am..Em..F..C G
        Am..Em..F D G..

  C
sugari ma ito
Em               Am
 manghiilala rohami
    F
botoonmu do ito
        G
boha di bagas rohakkon
F              G
 di pambehenan mon..

Reff :
 C              G       -E/G#
 aha dona sorop tu roham
 Am               F
  begu aha do manegai pikkiranmi
   C            G
 sataon hita marhallet
   F               G
 sataon i do au di selingkuh i ho..

           C           G
 hancit na i pambahenanmon
   F           G        C
 suman ma ho sibolis parjehe..
   F           G        C
 suman ma ho sibolis parjehe..

[[[ORIGINAL CHORD]]]

Intro : D#..Gm..G# A# D# A#
        D#..Gm..G# F A#..

  D#
hurippo do ito  
Gm              Cm
 setia ho salelengon
G#                   A#
 hape sandiwara do holongmu
      G#    A#         D#     A#
cinta mi martopak sada tangan..

  D#
sugari ma ito 
Gm               Cm
 manghiilala rohami
    G#        
botoonmu do ito 
        A#
boha di bagas rohakkon
G#             A#
 di pambehenan mon..

Reff :
 D#             A#      -G/B
 aha dona sorop tu roham
 Cm               G#
  begu aha do manegai pikkiranmi
   D#           A#
 sataon hita marhallet
   G#              A#
 sataon i do au di selingkuh i ho..

           D#          A#
 hancit na i pambahenanmon
   G#          A#       D#
 suman ma ho sibolis parjehe..

Musik : Cm..Gm..G#..D# A#
        Cm..Gm..G# F A#..

  D#
sugari ma ito 
Gm               Cm
 manghiilala rohami
    G#        
botoonmu do ito 
        A#
boha di bagas rohakkon
G#             A#
 di pambehenan mon..

Reff :
 D#             A#      -G/B
 aha dona sorop tu roham
 Cm               G#
  begu aha do manegai pikkiranmi
   D#           A#
 sataon hita marhallet
   G#              A#
 sataon i do au di selingkuh i ho..

           D#          A#
 hancit na i pambahenanmon
   G#          A#       D#
 suman ma ho sibolis parjehe..
   G#          A#       D#
 suman ma ho sibolis parjehe..



Facebook


Twitter
Chord Aidos Trio - Sibolis Parjehe
Chord Kunci Gitar Terkait:
Ronatio Trio - Janji Cinta
Hendra Badra feat. Lasma Nainggolan - Lao Ma Ho
Nampuna Trio - Jora Ma Au
Husiphon Tu Alogo - Ika Siringoringo feat. Billy Simarmata
Duo Kembar - Kosong Dua
The Boys Trio - Didia Holong Mi
The Miska - Mauliate
Nabasa Trio - Marsirang Alani Covid
Roni Sihite - Ibana Manang Ahu
The Miska - Hu Ringkothon
Ijong Maxima Hutagaol - Tarhirim Au
Jen Manurung - Unang Bunihon Be
Dongans Trio - Sungguh Terlalu
Tety Hutapea - Lao Do Ho
Suryanto Siregar - Pariban Dari Jakarta
Jonar Situmorang & Friends - Dang Jolma Na Sempurna Au
Bawer Lamture - Dang Na Lao Muba
Dompak Sinaga - Di Ekkel Mi Do Gogokku
Lambok Simarmata - Holong Di Bulan Januari
Manghaholongi Ho - Pimpy Sigalingging

Lihat semua :
Chord Aidos TrioChord Lagu Batak
 "
416,Kunci Gitar AIKA - Tega,Kunci Gitar AIKA - Tega,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro: C Am Dm G
       C Am Dm G

C                Am
kau bintang yang ku puja
Dm        G
mengapa begitu tega
E           Am
sakiti perasaan ini
        Dm          Em
di mana letak kasih sayangmu
  F        G
dulu kepadaku

*) 
C              Am
mauku bukan maumu
Dm             G
inginku bukan inginmu
E                 Am
kita bagai langit dan bumi
    Dm          Em
apa akhiri saja cerita
        F        G
antara aku dan kamu?

Reff I:
                    C
  dan bangunkanlah aku
    Em          Am
  dari tidur panjangku
            Dm
  sadarkan aku yang
  Am           G
  berharap tentangmu
         C     A          Dm
  ajari aku untuk membencimu
          F                        G
  karena kau tak pernah mencintai aku

==Kembali ke : *)

Musik: Dm Em Am G-C
       Dm Em F G

==Kembali ke : Reff I

Reff II:
  A                 D
  dan bangunkanlah aku
    F#m          Bm
  dari tidur panjangku
            Em
  sadarkan aku yang
  Bm           A
  berharap tentangmu
          D   B           Em
  ajari aku untuk membencimu
          G                        A
  karena kau tak pernah mencintai aku

          G                        A
  karena kau tak pernah mencintai aku




Facebook


Twitter
Chord AIKA - Tega
Chord Kunci Gitar Terkait:Sorry, no related chords at this time.
Lihat semua :
Chord Aika
 "
417,Kunci Gitar Aiman Sidek ft. Syazmin - Cinta Terakhir,Kunci Gitar Aiman Sidek ft. Syazmin - Cinta Terakhir,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : F G Em F

C            G
kau cinta pertamaku
Am           Em
kau cinta terakhirku
   F           G
tiada apa yang bisa
      C           G
menafikan kasih kita..

C          G
kau ayu di mataku
  Am        Em
satu antara seribu
    F         G
tiada tara di dunia..

Reff :
                F          G
 mungkin kan terputus di tengah jalan
                Em          F
 mungkin kan terlerai tanpa ikatan
  Dm           G
 usah ragu.. dengan takdir..

C          G
kau ayu di mataku
  Am        Em
satu antara seribu
   F          G
tiada tara di dunia.. huwoo..

Reff :
                F          G
 mungkin kan terputus di tengah jalan
                Em          F
 mungkin kan terlerai tanpa ikatan
  Dm           G
 usah ragu.. dengan takdir..

              F           G
 mungkin kita kan berbeza haluan
             Em        F
 berakhirnya cerita percintaan
   F           G         Am
 segalanya.. ketentuan Tuhan..

Musik : Cm  Bb Am G
         oooo.. oooo..
        Fm     D#     Bb/D      G
        o.. oooo.. oooo.. o.. oo..

Reff :
                 F          G
 (mungkin kan terputus di tengah jalan)
                 Em          F
 (mungkin kan terlerai tanpa ikatan)
   Dm           G
 (usah ragu.. dengan takdir..)

              F           G
 mungkin kita kan berbeza haluan
             Em        F
 berakhirnya cerita percintaan
   Dm          G    
 segalanya.. segalanya.. aaaa..

                F          G
 mungkin kan terputus di tengah jalan
                Em          F
 mungkin kan terlerai tanpa ikatan
  Dm           G
 usah ragu.. dengan takdir..

              F           G
 mungkin kita kan berbeza haluan
             E         Am   G
 berakhirnya cerita percintaan
   Dm          G         F
 segalanya.. ketentuan Tuhan..




Facebook


Twitter
Chord Aiman Sidek ft. Syazmin - Cinta Terakhir
Chord Kunci Gitar Terkait:Sorry, no related chords at this time.
Lihat semua :
Chord Aiman SidekChord Syazmin
 "
418,"Kunci Gitar Suasana Hari Lebaran - Sufian, Aiman, Fieya, Luqman, Yazid, Fara","Kunci Gitar Suasana Hari Lebaran - Sufian, Aiman, Fieya, Luqman, Yazid, Fara","
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Dm Am E F E Am

          Dm               E
lebaran suci kembali menjelma
            Am                F
Ramadhan pergi meninggalkan kita
           Dm              E
desa dan kota bermandi cahaya
            Am                  Am
cahaya mentari pagi lebaran dipagi

          Dm                 E
bahagia teman sanak dan saudara
         Am                  F
gembira ayah dan bunda tercinta
          Dm              F
anak cucu sudah didepan mata
                 Am
pulang berhari raya..

    Am
lebaran mulia menghimpun
       Dm
kita semua..
      E
bertahmid marhaban bersama
        Am  E
penuh ceria..

      Am
mohon keampunan dan maaf
       Dm
dipagi raya..
     E
moga zahir batin sempurna
       Am
dihari raya..

Reff :
     Am
 selamat selamat selamat
      E
 hari raya..
         E
 yang miskin yang kaya semua
       Am
 bergembira..

     Am
 selamat selamat selamat
      E
 hari raya..
     E
 semoga lebaran mulia
      Am
 bercahaya..

Musik : Dm Am E Am
        Dm Am E Am

          Dm               E
lebaran suci kembali menjelma
            Am                F
Ramadhan pergi meninggalkan kita
           Dm              E
desa dan kota bermandi cahaya
            Am                  Am
cahaya mentari pagi lebaran dipagi

          Dm                 E
bahagia teman sanak dan saudara
         Am                  F
gembira ayah dan bunda tercinta
          Dm              F
anak cucu sudah didepan mata
                 Am
pulang berhari raya..

    Am
lebaran mulia menghimpun
       Dm
kita semua..
      E
bertahmid marhaban bersama
        Am  E
penuh ceria..

      Am
mohon keampunan dan maaf
       Dm
dipagi raya..
     E
moga zahir batin sempurna
       Am
dihari raya..

Reff :
     Am
 selamat selamat selamat
      E
 hari raya..
         E
 yang miskin yang kaya semua
       Am
 bergembira..

     Am
 selamat selamat selamat
      E
 hari raya..
     E
 semoga lebaran mulia
      Am
 bercahaya..

     Am
 selamat selamat selamat
      E
 hari raya..
         E
 yang miskin yang kaya semua
       Am
 bergembira..

     Am
 selamat selamat selamat
      E
 hari raya..
     E
 semoga lebaran mulia
      Am
 bercahaya..

Outro : Dm Am E Am

   --------------
===ORIGINAL CHORD===
   --------------

Intro : A#m  Fm C C# C Fm

          A#m              C
lebaran suci kembali menjelma
            Fm                C#
Ramadhan pergi meninggalkan kita
           A#m             C
desa dan kota bermandi cahaya
            Fm                  Fm
cahaya mentari pagi lebaran dipagi

          A#m                C
bahagia teman sanak dan saudara
         Fm                  C#
gembira ayah dan bunda tercinta
          A#m             C#
anak cucu sudah didepan mata
                 Fm
pulang berhari raya..

    Fm
lebaran mulia menghimpun
       A#m
kita semua..
      C
bertahmid marhaban bersama
        Fm  C
penuh ceria..

      Fm
mohon keampunan dan maaf
       A#m
dipagi raya..
     C
moga zahir batin sempurna
       Fm
dihari raya..

Reff :
     Fm
 selamat selamat selamat
      C
 hari raya..
         C
 yang miskin yang kaya semua
       Fm
 bergembira..

     Fm
 selamat selamat selamat
      C
 hari raya..
     C
 semoga lebaran mulia
      Fm
 bercahaya..

Musik : A#m Fm C Fm
        A#m Fm C Fm

          A#m              C
lebaran suci kembali menjelma
            Fm                C#
Ramadhan pergi meninggalkan kita
           A#m             C
desa dan kota bermandi cahaya
            Fm                  Fm
cahaya mentari pagi lebaran dipagi

          A#m                C
bahagia teman sanak dan saudara
         Fm                  C#
gembira ayah dan bunda tercinta
          A#m             C#
anak cucu sudah didepan mata
                 Fm
pulang berhari raya..

    Fm
lebaran mulia menghimpun
       A#m
kita semua..
      C
bertahmid marhaban bersama
        Fm  C
penuh ceria..

      Fm
mohon keampunan dan maaf
       A#m
dipagi raya..
     C
moga zahir batin sempurna
       Fm
dihari raya..

Reff :
     Fm
 selamat selamat selamat
      C
 hari raya..
         C
 yang miskin yang kaya semua
       Fm
 bergembira..

     Fm
 selamat selamat selamat
      C
 hari raya..
     C
 semoga lebaran mulia
      Fm
 bercahaya..

     Fm
 selamat selamat selamat
      C
 hari raya..
         C
 yang miskin yang kaya semua
       Fm
 bergembira..

     Fm
 selamat selamat selamat
      C
 hari raya..
     C
 semoga lebaran mulia
      Fm
 bercahaya..

Outro : A#m Fm C Fm



Facebook


Twitter
Chord Suasana Hari Lebaran - Sufian, Aiman, Fieya, Luqman, Yazid, Fara
Chord Kunci Gitar Terkait:
Sufian Suhaimi - Harus Aku
Aiman Tino - Benci
Sufian Suhaimi - Janji
Fara Hezel - Terasa Cinta (feat. Aiman Tino)
Sufian Suhaimi - Di Matamu
Sufian Suhaimi - Terakhir
Sufian Suhaimi - Mencuba
Aiman Tino - Permata Cinta (Lagu Malaysia)

Lihat semua :
Chord Aiman TinoChord Sufian Suhaimi
 "
419,Kunci Gitar Aiman Tino - Benci,Kunci Gitar Aiman Tino - Benci,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Am G F G

Am        G         F   
  sembunyikan perasaanmu
   G         Am
terhadap diriku
        G               F
kerna takut ku yang menghukum
E             Dm
jiwaku yang ragu
        Am       
mensyairkan suara merdumu
    Dm           G
dinotaku.. di jiwaku..

Reff :
            C
  bencinya aku..
      G/B
  kau robek hatiku
            Am
  bencinya aku..
      G                     F
  kau khianati seluruh cintaku
      Em   Am
  menggigilku
     Dm                   G
  terhiris hatiku menitis air mataku..

Am         G        F
  tersusun kata bicaramu
  G         Am
mengisi hatiku
        G           F
pahit manis telah kurasa
   E          Dm
tersiksa batinku..
        Am        
mensyairkan suara merdumu
    Dm           G
dinotaku.. di jiwaku..

Reff :
            C
  bencinya aku..
      G/B
  kau robek hatiku
            Am
  bencinya aku..
      G                     F
  kau khianati seluruh cintaku
      Em   Am
  menggigilku
     Dm                   G
  terhiris hatiku menitis air mataku..

Am
gelora menceritakan
G
retaknya sepi
         F
yang memalapkan malam-malamku
     E
yang telah lama pergi..

          Am
menghembuskan bayu sunyi
        G
melenyapkan rasa sepi
       F
menyalakan api cinta
     E
yang telah pergi..

Musik : Am G/B C A
        Dm B Em A

Reff : (Overtune)
            D
  bencinya aku..
      A/C#
  kau robek hatiku
            Bm
  bencinya aku..
      A                     G
  kau khianati seluruh cintaku
      F#m  Bm
  menggigilku
     Em                   A
  terhiris hatiku menitis air mataku..

            D
  bencinya aku..
      A/C#
  kau robek hatiku
            Bm
  bencinya aku..
      A                     G
  kau khianati seluruh cintaku
      F#m  Bm
  menggigilku
     Em                   A          D
  terhiris hatiku menitis air mataku ini..

Outro : G A D..


Facebook


Twitter
Chord Aiman Tino - Benci
Chord Kunci Gitar Terkait:
Aiman Tino - Permata Cinta (Lagu Malaysia)
Suasana Hari Lebaran - Sufian, Aiman, Fieya, Luqman, Yazid, Fara
Fara Hezel - Terasa Cinta (feat. Aiman Tino)

Lihat semua :
Chord Aiman Tino
 "
420,Kunci Gitar Fara Hezel - Terasa Cinta (feat. Aiman Tino),Kunci Gitar Fara Hezel - Terasa Cinta (feat. Aiman Tino),"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : C….Dm….C….G….

[Farah Hezel]
C                 G
….berdegub jantungku
F                 C
….bila kau didepanku
C                 G
….apakah ku bermimpi
F              C
….di dalam jagaku..

Dm                G
….tidak lena tidurku
                   C
sering mengenang kamu.. woo..
Dm                 G
….apakah yang ku rasa
                C    G
sama juga denganmu.. ho.. uwoo..

Reff:
       C
  ku suka kamu
       Dm
  ku sayang kamu
        C
  ku rindu kamu
           G
  ku cinta padamu
       C
  tapi ku takut
      Dm
  aku tak mampu
       C
  berterus terang
  G                     (C)
  adakah aku yang kau pilih..

Musik : C….Dm….C….G….

C                 G
….berdegub jantungku
F                 C
….bila kau didepanku..

Dm                G
….tidak lena tidurku
                   C
sering mengenang kamu.. woo..
Dm                 G
….apakah yang ku rasa
                C    G
sama juga denganmu.. ho.. uwoo..

Reff:
       C
  ku suka kamu
       Dm
  ku sayang kamu
        C
  ku rindu kamu
           G
  ku cinta padamu
       C
  tapi ku takut
      Dm
  aku tak mampu
       C
  berterus terang
  G                      C
  adakah aku yang kau pilih..

Am    G
….Yo.. Aiman tino
            F     G
Fara Hezel.. come on!..

[Aiman Tino]
C             G
….dia punya hati punya perasaan
Dm               G
….kita orang lelaki kita perlu bertahan
C             G
….ada satu kunci dalam kehidupan
Dm
jika ikhlas dalam hati
G
kan temu kebahagian

C               G
….benar kata mereka jodoh ditangan Tuhan
Dm
tapi bukan tanya nama
G                    C
terus dapat pegang tangan
              G
Wahai abang berikan dia senyuman
Dm
….dia ku sayang
   G
jangan beri dia tangisan..

[Farah Hezel & Aiman Tino]
Reff End:
       C
  ku suka kamu
  (jangan terlalu suka)
       Dm
  ku sayang kamu
  (jangan terlalu yakin)
        C
  ku rindu kamu
  (yow)
           G
  ku cinta padamu..
  (ya yang akan merana)
       C
  tapi ku takut
  (lebih baik kau takut)
      Dm
  aku tak mampu
  (takutnya tidak mampu)
       C
  berterus terang
  (berterus terang)
  G                     C
  adakah aku yang kau pilih
  (jika dia yang kau mau)
  G                     C
  adakah aku yang kau pilih..




Facebook


Twitter
Chord Fara Hezel - Terasa Cinta (feat. Aiman Tino)
Chord Kunci Gitar Terkait:
Ara Johari - BUNGA (Lagu Malaysia)
Nabila Razali - Peluang Kedua
Haikal Ali - Bertemu Kembali
Gabe Wely - Calon Mertua
Aprilian - Bahagiamu Lukaku
Raida Zain - Juwitaku Kekasihku
Cin'Cinta - Sufi Rashid
Aiman Tino - Permata Cinta (Lagu Malaysia)
Harissa Adlynn - Aku Sayang Kamu
Azzam Sham & Sheryl Shazwanie - Jika Ini Takdirnya
Sharul Kamal - Maaf
Fattah Amin - Wanita Terakhir (Lagu Malaysia)
Guslian - Dalam Pasrah Yang Tak Rela
Alif Satar - Sesungguhnya Aku (Ost. Drama Red Velvet)
Achey & Fad - Kita Baik Ramai Sayang
Muna Shahirah - Takdir Cinta
Maisya Nazmin - Arah Kasih Kita
Ziana Zain - Berpisah Jua (Malaysia)
Tuah - Raja Dihati
Siti Nordiana - Kesalahan Terindah

Lihat semua :
Chord Aiman TinoChord Lagu Malaysia
 "
421,Kunci Gitar Aiman Tino - Permata Cinta (Lagu Malaysia),Kunci Gitar Aiman Tino - Permata Cinta (Lagu Malaysia),"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Dm E Am F Dm….E….E

Am          F   G          C
lihat diri ini….tatap mata ini
   Dm                   E
adakah aku pendusta cintamu
Am                   F        G
renungku disini didalam hati ini
Am                F          G
adakah aku disana engkau cintai….

Reff I:
              C
  mana kau campakkan hatiku
            E                   Am
  hati yang ku berikan padamu kasih
          F            G     C
  semua jawabannya ada pa….damu
                    E
  ku disini kan setia
                     Am
  menunggumu oh kasihku
                 F
  meskipun maut mendatang
  G        C
  menjemputku….

Am-E/G#-Am          F
       mengapa kau pergi
G          C
dari diri ini
    Dm
mengapa harus
              E
kau merelakan aku
Am                     F
mudahnya kau melepaskanku
        G
oh kasihku….
Am
mudahnya kau mencari
   F           G
teman penggantiku….

Reff II:
              C
  mana kau campakkan hatiku
            E                   Am
  hati yang ku berikan padamu kasih
          F            G     C
  semua jawabannya ada pa….damu
                    E
  ku disini kan setia
                     Am
  menunggumu oh kasihku
                 F
  meskipun maut mendatang
  G       (F)
  menjemputku….

Muaik : F G C Am Dm E Am
        F G C-G/B-Am
        Dm….G….

Reff III:
              C
  mana kau campakkan hatiku
            E                   Am
  hati yang ku berikan padamu kasih
          F            G     C
  semua jawabannya ada pa….damu
                    E
  ku disini kan setia
                     Am
  menunggumu oh kasihku
                 F
  meskipun maut mendatang
                          Fm
  meskipun maut mendatang
           C
  menjemputku….




Facebook


Twitter
Chord Aiman Tino - Permata Cinta (Lagu Malaysia)
Chord Kunci Gitar Terkait:
Adam Shamil - Mansau
The Aduqa - Nada Hati (Feat. Laika)
Encik Mimpi - Rindu Di Jiwa
Dia Band - Lupakan Dia
Fitri Rosland - Sejak
Goresan Cinta - Rheina (Lagu Malaysia)
Fazira Azmi - Sakit Hati
Rubisa Tiasin - Cinta Terbaik (Lagu Malaysia)
Nurul Iman - Padam
Fiq Halim - Waktunya
Nora - Dendam Dalam Diam (Malaysia)
YAPH - Maaf Kalau Sendu
Harissa Adlynn - Aku Sayang Kamu
Selat Malaka - Thomas & Yelse
Azzara Band (Ejai Aziz) - Pendam
Ohaa feat. Fanzi Ruji - Sigup Langkum
Fattah Amin - Wanita Terakhir (Lagu Malaysia)
Han Byul - Luka Dan Bahagia
Fanaa - Tinta Terakhir
Andi Bernadee - Penat

Lihat semua :
Chord Aiman TinoChord Lagu Malaysia
 "
422,Kunci Gitar The Other End - Aimee!,Kunci Gitar The Other End - Aimee!,"
Transpose:Auto Scroll Light Mode    Dark Mode   Intro : Am D G Em Am D G Em [2x]

Am    D         G
Hujan pun turun di malam minggu
Am         D       G
..Dan kuteringat dirimu
Am   D          G
Terbayang kisah indah denganmu
Am        D       G
..Walau ku kini tanpamu

Musik : Am D G Em [2x]

Am   D          G
Rinduku semakin dalam padamu
Am        D           G
..Seperti angin berhembus waktu itu
Am     D     G
..Ku melayang diangkasa
Am     D      G
..Bersamamu sayangku

Musik : Am D G Em [2x]

Reff:
  C
  Please give me a strength
               Bm            E
  To keep this feeling in my hearth
        Am          D         G        Dm
  Cause i can't get out of my mind, oh god
  C                
  It makes me feel so hard
           Bm             E
  When i remembering your smile
        Am          D               G
  Cause i adore you till the end of time

Musik : Am D G Em [2x]

Am   D         G
Dekaplah mimpi indah denganmu
Am        D        G
 Jangan biarkan berlalu
Am    D     G
 Ku melayang diangkasa
Am    D      G
 Bersamamu sayangku

Musik : Am D G Em (2x)

==Kembali ke : Reff

Musik : Am D G Em Am D G Em [2x]

Am     D    G       Em
la lalala.. la lala laa lala..
Am     D    G         Em
la lalala.. la lala lala..

==Kembali ke : Reff [2x]


Facebook


Twitter
Chord The Other End - Aimee!
Chord Kunci Gitar Terkait:
Sisir Tanah - Lagu Hidup
Verorrity - Masih Mencintaimu
Anjar Ox's - Temen Ngaku Temen
Tanpa Batas - Kere Yoben
Coke Pit - Tasikmalaya Punya Cerita (New Version)
Biskoeit - X Love
Smart Children - Anniversary [Band Indie]
Berani - Mantan Terindah
Saddana - Rerinduan
Rio Satrio - Stay At Home
Message My Mother - Ku Ingin Kau Disini
Revical - Isi Hatiku
Child Revenge - Cinta Kita (New Version)
Jendral Kantjil - Semua Harus Tercipta
Jova - Penjaga Hati
Glory Of Love - Selamanya
Senandung - Tenang Di Bulan
Enau - Keringatku
Delmavia Band - Dan Aku
Sukamaju - Manusia Seutuhnya

Lihat semua :
Chord Aimee!Chord Band Indie
 "
